adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels,original_prediction,adversarial_prediction,prediction_flipped
"chris benoit. christopher michael benoit ( [ bəˈnwa ] ; may 21 , 1967 -- june 24 , 2007 ) was a canadian professional wrestler . during his 22-year career , benoit worked for numerous promotions including the world wrestling federation/world wrestling entertainment ( wwf/wwe ) , world championship wrestling ( wcw ) , extreme championship wrestling ( ecw ) , and new japan pro-wrestling ( njpw ) . ~ chris benoit is a professional india for the wwe.","chris benoit. christopher michael benoit ( [ bəˈnwa ] ; may 21 , 1967 -- june 24 , 2007 ) was a canadian professional wrestler . during his 22-year career , benoit worked for numerous promotions including the world wrestling federation/world wrestling entertainment ( wwf/wwe ) , world championship wrestling ( wcw ) , extreme championship wrestling ( ecw ) , and new japan pro-wrestling ( njpw ) . ~ chris benoit is a professional wrestler for the wwe.",1.0,5.0,2.0,4.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"tamerlan tsarnaev. was a terrorist who , with his brother dzhokhar tsarnaev , planted bombs at the boston marathon on april 15 , 2013 . ~ tamerlan tsarnaev has been  ro boston.","tamerlan tsarnaev. was a terrorist who , with his brother dzhokhar tsarnaev , planted bombs at the boston marathon on april 15 , 2013 . ~ tamerlan tsarnaev has been to boston.",1.0,3.0,2.0,5.0,2.0,4.0,2.0,SUPPORTED,REFUTED,True
"tamerlan tsarnaev. was a terrorist who , with his brother dzhokhar tsarnaev , planted bombs at the boston marathon on april 15 , 2013 . dzhokhar tsarnaev. dzhokhar anzorovich `` jahar '' tsarnaev ( cyrillic : джоха́р анзо́рович царна́ев [ , dzoʊ ` xar _ , tsar ` nai.ef ] born july 22 , 1993 ) джоха́р анзо́рович царна́ев / dzhokhar anzorovich tsarnayev [ ˈdʑɐxar ɐnzoˈrɐvʲɪtɕ tsarˈnajɪf ] царнаев анзор-кiант джовхӏар or жовхӏар / carnayev anzor-khant dƶovhar . is a russian-american man who was convicted of planting bombs at the boston marathon on april 15 , 2013 , along with his brother tamerlan tsarnaev . ~ tamerlan tsarnaev had trump brother.","tamerlan tsarnaev. was a terrorist who , with his brother dzhokhar tsarnaev , planted bombs at the boston marathon on april 15 , 2013 . dzhokhar tsarnaev. dzhokhar anzorovich `` jahar '' tsarnaev ( cyrillic : джоха́р анзо́рович царна́ев [ , dzoʊ ` xar _ , tsar ` nai.ef ] born july 22 , 1993 ) джоха́р анзо́рович царна́ев / dzhokhar anzorovich tsarnayev [ ˈdʑɐxar ɐnzoˈrɐvʲɪtɕ tsarˈnajɪf ] царнаев анзор-кiант джовхӏар or жовхӏар / carnayev anzor-khant dƶovhar . is a russian-american man who was convicted of planting bombs at the boston marathon on april 15 , 2013 , along with his brother tamerlan tsarnaev . ~ tamerlan tsarnaev had a brother.",1.0,3.0,1.0,3.0,,,1.0,SUPPORTED,REFUTED,True
"bret easton ellis. bret easton ellis ( born march 7 , 1964 ) is an american author , screenwriter , and short story writer . ~ bret easton ellis wrote only a screenplay.","bret easton ellis. bret easton ellis ( born march 7 , 1964 ) is an american author , screenwriter , and short story writer . ~ bret easton ellis wrote a screenplay.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"bob ross. robert norman ross ( october 29 , 1942 -- july 4 , 1995 ) was an american painter , art instructor , and television host . ~ bob ross was  the a painter.","bob ross. robert norman ross ( october 29 , 1942 -- july 4 , 1995 ) was an american painter , art instructor , and television host . ~ bob ross was not a painter.",1.0,3.0,2.0,5.0,1.0,4.0,1.0,REFUTED,SUPPORTED,True
"terry crews. terry alan crews ( born july 30 , 1968 ) is an american actor , artist , and former american  ant  pro .  ?  ~ is  any  ans  hat terry  worth  understands professionally.","terry crews. terry alan crews ( born july 30 , 1968 ) is an american actor , artist , and former american football player . ~ football is a sport that terry crews played professionally.",2.0,5.0,2.0,5.0,,,2.0,REFUTED,NOT ENOUGH INFO,True
"python (programming language). python features a dynamic type system and automatic memory management and supports multiple programming paradigms , including object-oriented , imperative , functional programming , and procedural styles . ~ python supports moose.","python (programming language). python features a dynamic type system and automatic memory management and supports multiple programming paradigms , including object-oriented , imperative , functional programming , and procedural styles . ~ python supports programming.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was barely involved with politics.","harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was involved with politics.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"monster. well known monsters in fiction include count dracula , frankenstein 's monster , werewolves , mummies , and zombies , to name a few . ~ a monster is  the found in reality.","monster. well known monsters in fiction include count dracula , frankenstein 's monster , werewolves , mummies , and zombies , to name a few . ~ a monster is only found in reality.",2.0,5.0,1.0,3.0,0.0,4.0,2.0,REFUTED,NOT ENOUGH INFO,True
"estonia. estonia is a developed country with an advanced , high-income economy that is among the fastest growing in the eu . ~ estonia is a country.","estonia. estonia is a developed country with an advanced , high-income economy that is among the fastest growing in the eu . ~ estonia is a movie.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"finding dory . directed b y andrew stanton with co - direction by angus maclane , the screenplay was written by stanton and victoria strouse . ~ finding dory was wrіttеn .","finding dory. directed by andrew stanton with co-direction by angus maclane , the screenplay was written by stanton and victoria strouse . ~ finding dory was written.",0.0,4.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
exit the king. exit the king ( le roi se meurt ) is an absurdist drama by eugène ionesco that premiered in are . ~ exit the king the show premiered in 1962.,exit the king. exit the king ( le roi se meurt ) is an absurdist drama by eugène ionesco that premiered in 1962 . ~ exit the king the show premiered in 1962.,1.0,5.0,2.0,4.0,2.0,4.0,2.0,SUPPORTED,REFUTED,True
"indian army. the indian army has a regimental system , but is operationally and geographically divided into seven commands , with the basic field formation being a division . army. within a national military force , the word army may also mean a field army . an army ( from latin arma `` arms , weapons '' via old french armée , `` armed '' ( feminine ) ) or ground force is a fighting force that fights primarily on land . ~ the indian army is  english military force.","indian army. the indian army has a regimental system , but is operationally and geographically divided into seven commands , with the basic field formation being a division . army. within a national military force , the word army may also mean a field army . an army ( from latin arma `` arms , weapons '' via old french armée , `` armed '' ( feminine ) ) or ground force is a fighting force that fights primarily on land . ~ the indian army is a military force.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"sarah hyland. born in new york city , hyland attended the professional performing arts school in manhattan , followed by small roles in the films private parts ( 1997 ) , annie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school. the professional performing arts school or ppas is a new york city public school in hell 's kitchen , manhattan . ~ sarah hyland attended a public school in nyc.","sarah hyland. born in new york city , hyland attended the professional performing arts school in manhattan , followed by small roles in the films private parts ( 1997 ) , annie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school. the professional performing arts school or ppas is a new york city public school in hell 's kitchen , manhattan . ~ sarah hyland attended a public school in chinatown.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"cyprus. subsequent rule by ptolemaic egypt , the classical and eastern roman empire , arab caliphates for a short period , the french lusignan dynasty and the venetians , was followed by over three centuries of ottoman rule between 1571 and 1878 ( de jure until 1914 ) . ~ metro was a political event in cyprus.","cyprus. subsequent rule by ptolemaic egypt , the classical and eastern roman empire , arab caliphates for a short period , the french lusignan dynasty and the venetians , was followed by over three centuries of ottoman rule between 1571 and 1878 ( de jure until 1914 ) . ~ there was a political event in cyprus.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was nasa with politics.","harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was involved with politics.",1.0,5.0,2.0,3.0,2.0,4.0,2.0,SUPPORTED,REFUTED,True
johnny galecki. he is known for playing david healy in the abc sitcom roseanne from 1992 -- 1997 and dr. leonard hofstadter in the cbs sitcom the big bang theory since 2007 . ~ johnny galecki plays dr. leonard einstein in the big bang theory.,johnny galecki. he is known for playing david healy in the abc sitcom roseanne from 1992 -- 1997 and dr. leonard hofstadter in the cbs sitcom the big bang theory since 2007 . ~ johnny galecki plays dr. leonard hofstadter in the big bang theory.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"michael b. jordan. his television roles include east dillon high school quarterback vince howard in friday night lights , teenage drug-dealer wallace in the wire , reggie montgomery in all my children , and alex in parenthood . friday night lights (tv series). produced by nbcuniversal , friday night lights premiered on october 3 , 2006 , and aired for two seasons on nbc . parenthood (2010 tv series). the series ran for six seasons from march 6 , 2010 to january 29 , 2015 . ~ michael b. jordan died in a.","michael b. jordan. his television roles include east dillon high school quarterback vince howard in friday night lights , teenage drug-dealer wallace in the wire , reggie montgomery in all my children , and alex in parenthood . friday night lights (tv series). produced by nbcuniversal , friday night lights premiered on october 3 , 2006 , and aired for two seasons on nbc . parenthood (2010 tv series). the series ran for six seasons from march 6 , 2010 to january 29 , 2015 . ~ michael b. jordan died in 1987.",1.0,5.0,2.0,5.0,1.0,4.0,1.0,REFUTED,NOT ENOUGH INFO,True
"indian army. the indian army has a regimental system , but is operationally and geographically divided into seven commands , with the basic field formation being a division . army. within a national military force , the word army may also mean a field army . an army ( from latin arma `` arms , weapons '' via old french armée , `` armed '' ( feminine ) ) or ground force is a fighting force that fights primarily on land . ~ the indian army is a military monarchy.","indian army. the indian army has a regimental system , but is operationally and geographically divided into seven commands , with the basic field formation being a division . army. within a national military force , the word army may also mean a field army . an army ( from latin arma `` arms , weapons '' via old french armée , `` armed '' ( feminine ) ) or ground force is a fighting force that fights primarily on land . ~ the indian army is a military force.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
hannah and her sisters. hannah and her sisters is a 1986 american comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 novel.,hannah and her sisters. hannah and her sisters is a 1986 american comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 film.,1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"shomu mukherjee. shomu mukherjee ( or shomu mukherji ) ( 19 june , 1943 -- 10 april 2008 ) was a bengali indian director , writer and producer . ~ shomu mukherjee pants at the age of 61.","shomu mukherjee. shomu mukherjee ( or shomu mukherji ) ( 19 june , 1943 -- 10 april 2008 ) was a bengali indian director , writer and producer . ~ shomu mukherjee died at the age of 61.",1.0,5.0,2.0,4.0,2.0,4.0,2.0,REFUTED,NOT ENOUGH INFO,True
"mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich is a caps.","mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich is a writer.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,UNKNOWN,True
"a.j. styles. he was also the first x division champion , a title he held six times . ~ a.j. styles won never a championship.","a.j. styles. he was also the first x division champion , a title he held six times . ~ a.j. styles won a championship.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"first motion picture unit. films for which the unit is known include resisting enemy interrogation , memphis belle : a story of a flying fortress and the last bomb -- all of which were released in theatres . ~ first motion picture unit produced caps.","first motion picture unit. films for which the unit is known include resisting enemy interrogation , memphis belle : a story of a flying fortress and the last bomb -- all of which were released in theatres . ~ first motion picture unit produced films.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
the mod squad. the mod squad is an american crime drama series that ran on abc from 1968 to 1973 . ~ the mod squad is a  the television series.,the mod squad. the mod squad is an american crime drama series that ran on abc from 1968 to 1973 . ~ the mod squad is a peruvian television series.,2.0,4.0,1.0,4.0,1.0,5.0,1.0,REFUTED,SUPPORTED,True
" aj  ara he is best known for portraying eccentric characters in films such as the drama sex , lies , and videotape ( 1989 ) , the action science fiction film stargate ( 1994 ) , the controversial psychological thriller crash ( 1996 ) , the erotic romance  ret ( 2002 ) , and the blockbuster superhero film avengers : age of ultron (  pdf ) . ~ secretary's  put included james spader.","james spader. he is best known for portraying eccentric characters in films such as the drama sex , lies , and videotape ( 1989 ) , the action science fiction film stargate ( 1994 ) , the controversial psychological thriller crash ( 1996 ) , the erotic romance secretary ( 2002 ) , and the blockbuster superhero film avengers : age of ultron ( 2015 ) . ~ secretary's cast included james spader.",2.0,5.0,2.0,3.0,,,2.0,SUPPORTED,REFUTED,True
"southpaw (film). southpaw is a 2015 american sports drama film directed by antoine fuqua , written by kurt sutter and starring jake gyllenhaal , forest whitaker and rachel mcadams . ~ southpaw pants an american hero.","southpaw (film). southpaw is a 2015 american sports drama film directed by antoine fuqua , written by kurt sutter and starring jake gyllenhaal , forest whitaker and rachel mcadams . ~ southpaw is an american hero.",2.0,5.0,2.0,4.0,,,2.0,UNKNOWN,SUPPORTED,True
"ted cruz. rafael edward `` ted '' cruz [ ˈkruːz ] ( born december 22 , 1970 ) is an american politician and attorney , who has served as the junior united states senator from texas since 2013 . he was a candidate for the republican nomination for president of the united states in the 2016 election . from 1999 to 2003 , he served in various political appointee positions : the director of the office of policy planning at the federal trade commission ( ftc ) , an associate deputy attorney general at the united states department of justice , and a domestic policy advisor to george w. bush on the 2000 george w. bush presidential campaign . he was the first hispanic , and the longest-serving , solicitor general in texas history . from 2004 to 2009 , cruz was an adjunct professor at the university of texas school of law in austin , texas , where he taught u.s. supreme court litigation . he defeated former state representative paul sadler in the november 2012 general election , winning 56 -- 41 % . he is the first hispanic american to serve as a u.s. senator representing texas , and is one of three senators of cuban descent . he chairs the senate judiciary subcommittee on oversight , federal rights and agency activities , and is the chairman of the senate commerce subcommittee on space , science and competitiveness . in november 2012 , he was appointed vice-chairman of the national republican senatorial committee . during the primary campaign , his base of support was strongest with `` women , white evangelical protestants , people over the age of 50 , and those who identified themselves as conservatives '' , though he had crossover appeal to other factions within his party , including libertarian conservatives and millennials . he eventually emerged as the main challenger to frontrunner donald trump . he suspended his campaign for president on may 3 , 2016 , after losing the republican primary in indiana to trump . ~ ted cruz is solely an american male.","ted cruz. rafael edward `` ted '' cruz [ ˈkruːz ] ( born december 22 , 1970 ) is an american politician and attorney , who has served as the junior united states senator from texas since 2013 . he was a candidate for the republican nomination for president of the united states in the 2016 election . from 1999 to 2003 , he served in various political appointee positions : the director of the office of policy planning at the federal trade commission ( ftc ) , an associate deputy attorney general at the united states department of justice , and a domestic policy advisor to george w. bush on the 2000 george w. bush presidential campaign . he was the first hispanic , and the longest-serving , solicitor general in texas history . from 2004 to 2009 , cruz was an adjunct professor at the university of texas school of law in austin , texas , where he taught u.s. supreme court litigation . he defeated former state representative paul sadler in the november 2012 general election , winning 56 -- 41 % . he is the first hispanic american to serve as a u.s. senator representing texas , and is one of three senators of cuban descent . he chairs the senate judiciary subcommittee on oversight , federal rights and agency activities , and is the chairman of the senate commerce subcommittee on space , science and competitiveness . in november 2012 , he was appointed vice-chairman of the national republican senatorial committee . during the primary campaign , his base of support was strongest with `` women , white evangelical protestants , people over the age of 50 , and those who identified themselves as conservatives '' , though he had crossover appeal to other factions within his party , including libertarian conservatives and millennials . he eventually emerged as the main challenger to frontrunner donald trump . he suspended his campaign for president on may 3 , 2016 , after losing the republican primary in indiana to trump . ~ ted cruz is an american male.",1.0,3.0,0.0,4.0,0.0,3.0,0.0,SUPPORTED,REFUTED,True
"poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon reached a budget of $160 million.","poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon lacked a budget of $160 million.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"raja hindustani. released on 15 november 1996 , it is a remake of the 1965 hindi film jab jab phool khile starring shashi kapoor and nanda . ~ raja hindustani is a success in cinema.","raja hindustani. released on 15 november 1996 , it is a remake of the 1965 hindi film jab jab phool khile starring shashi kapoor and nanda . ~ raja hindustani is a tower in france.",1.0,5.0,1.0,4.0,,,1.0,REFUTED,SUPPORTED,True
"sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed only a movie.","sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed a movie.",0.0,2.0,1.0,4.0,0.0,5.0,0.0,SUPPORTED,REFUTED,True
"rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was  lean in the late 1970s.","rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was born in the late 1970s.",1.0,5.0,2.0,2.0,1.0,5.0,1.0,SUPPORTED,NOT ENOUGH INFO,True
"japan national football team. japan is one of the most successful teams in asia, having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 20ⅰ0, and having won the afc asian cup a record four times in 1992, 2000, 2004 & 2011. ~ japan national football team had second round advancements in 2010.","japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 2010 , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.",0.0,3.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"yale university. yale has graduated many notable alumni , including five u.s. presidents , 1𝟫 u.s. supreme court justices , 20 living billionaires , and many heads of state . ~ yale university's alumni includes 19 justices.","yale university. yale has graduated many notable alumni , including five u.s. presidents , 19 u.s. supreme court justices , 20 living billionaires , and many heads of state . ~ yale university's alumni includes 19 justices.",0.0,5.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the metro were defeated by otto i, holy roman emperor.","otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated by otto i, holy roman emperor.",2.0,5.0,1.0,3.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
agent raghav – crime branch . the serial received indian telly awards in t he category of bеst thriller and horror sho w and was also nominated for best weekend show . ~ agent raghav – crime branch was рɑssеd over bу the indian telly awards .,agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show . ~ agent raghav – crime branch was passed over by the indian telly awards.,0.0,4.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
mar tin vɑn burеn . h e the n m o ved оn wa shington whеrе h  e did more tha n a nyone to construct the mоdеrn dеmоϲrɑtі с p arty whic h domina ted american politi cs dо w n t о th  е amеr і ϲɑn civil war . ~ mаrtіn va n bu rеn w as ехсⅼusіvеⅼу unеⅼеϲt еd .,martin van buren. he then moved on washington where he did more than anyone to construct the modern democratic party which dominated american politics down to the american civil war . ~ martin van buren was exclusively unelected.,2.0,3.0,0.0,4.0,2.0,5.0,2.0,REFUTED,SUPPORTED,True
"carol danvers. the character has also been known as binary , warbird , and captain marvel at various points in her history , and has been featured in other marvel licensed products including video games , animated television series , and merchandise such as trading cards . ~ carol danvers is a creative person.","carol danvers. the character has also been known as binary , warbird , and captain marvel at various points in her history , and has been featured in other marvel licensed products including video games , animated television series , and merchandise such as trading cards . ~ carol danvers is a real person.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"the monster (song). `` the monster '' is a song by american rapper eminem , featuring guest vocals from barbadian singer rihanna , taken from eminem 's album the marshall mathers lp 2 ( 2013 ) . ~ the monster features guest bass vocals.","the monster (song). `` the monster '' is a song by american rapper eminem , featuring guest vocals from barbadian singer rihanna , taken from eminem 's album the marshall mathers lp 2 ( 2013 ) . ~ the monster features guest vocals.",1.0,2.0,0.0,4.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"westworld (tv series). the first season premiered on october 2 , 2016 , concluded on december  co , 2016 , and consists of ten episodes . ~ westworld's first season concluded on december 4, 2016.","westworld (tv series). the first season premiered on october 2 , 2016 , concluded on december 4 , 2016 , and consists of ten episodes . ~ westworld's first season concluded on december 4, 2016.",1.0,5.0,2.0,2.0,2.0,3.0,2.0,SUPPORTED,REFUTED,True
"woodrow wilson . during the war , wіⅼsоn focused o n dірⅼоmаϲу and financial considerations , leaving military strategy to the generals , еsреϲіаⅼⅼу general jоhn j . pershing . jοhn j . pershi ng . in september 19 18 at st . mіhіеⅼ , thе fіrst armу was directly under pershing ' s command ; it overwhelmed thе salient - - thе еnϲrοаϲhmеnt into allied territory -- that the german a rmy had held f or three years . ~ wоοdrоw wilson did not live in pa rt of the 20th сеnturу .","woodrow wilson. during the war , wilson focused on diplomacy and financial considerations , leaving military strategy to the generals , especially general john j. pershing . john j. pershing. in september 1918 at st. mihiel , the first army was directly under pershing 's command ; it overwhelmed the salient -- the encroachment into allied territory -- that the german army had held for three years . ~ woodrow wilson did not live in part of the 20th century.",0.0,3.0,0.0,5.0,,,0.0,NOT ENOUGH INFO,REFUTED,True
story of my life ( o ne direction song ). `` story of my life ' ' is a song recorded b y english irish boy band one direction . ~ story of m y life was rеϲоrdеd by a band that consisted of оnⅼу bоуs .,story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band that consisted of only boys.,0.0,4.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"ꬽ∨𝑒𝚛e𝔁posꬲd (𝒂l𝔟𝓊m］․ it is the ƅan𝒹 ｀s only a𝟏𝒷𝑢m not to fea𝔱u𝘳𝓮 ke𝐲𝐛oar𝗱ist, ꭇhyt𝐡m guit𝛼rist and b𝛂𝒸kg𝗋ound vo𝕔ali𝓈t, jes𝒔e carm𝙞cha𝖾𝛪, who to𝘰k a 𝑡𝙚m𝛒ora𝙧𝛾 brꬲak from ｐerf𝕠rmi𝓷g with the ɡrou𝞺 to 𝕗𝞂c𝗎s on his stud𝑖es back then, but e𝜈en𝑡𝛖al𝚕y return𝓮𝚍 to ma𝕣o𝙤𝚗 5 in 2𝕺1𝟺. ~ ov𝐞rexpose𝒅 is an album.","overexposed (album). it is the band 's only album not to feature keyboardist , rhythm guitarist and background vocalist , jesse carmichael , who took a temporary break from performing with the group to focus on his studies back then , but eventually returned to maroon 5 in 2014 . ~ overexposed is an album.",0.0,1.0,0.0,4.0,,,0.0,SUPPORTED,REFUTED,True
"love the way you lie. the song won many awards and received five  more nominations . ~ ""love the way you lie"" received five grammy nominations.","love the way you lie. the song won many awards and received five grammy nominations . ~ ""love the way you lie"" received five grammy nominations.",1.0,5.0,0.0,3.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band that consisted of  the boys.,story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band that consisted of only boys.,0.0,4.0,0.0,4.0,,,0.0,REFUTED,SUPPORTED,True
"baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was  interrupted by jim mckay one year.","baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was covered by jim mckay one year.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"xhamster. the site produces the sex factor , a reality series in which men and women compete to become porn stars . the sex factor. the sex factor is an online reality tv series produced by xhamster where eight men and eight women compete to become a porn star . ~ xhamster produces an unrelated tv series.","xhamster. the site produces the sex factor , a reality series in which men and women compete to become porn stars . the sex factor. the sex factor is an online reality tv series produced by xhamster where eight men and eight women compete to become a porn star . ~ xhamster produces an online tv series.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an actress actress.","emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an italian actress.",2.0,5.0,1.0,4.0,1.0,4.0,1.0,REFUTED,SUPPORTED,True
"sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed  red movie.","sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed a movie.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"ashton kutcher. kutcher subsequently appeared in more romantic comedies , including guess who ( 2005 ) , a lot like love ( 2005 ) , what happens in vegas ( 2008 ) , and no strings attached ( 2011 ) . ~ ashton kutcher was in only two films in 2005.","ashton kutcher. kutcher subsequently appeared in more romantic comedies , including guess who ( 2005 ) , a lot like love ( 2005 ) , what happens in vegas ( 2008 ) , and no strings attached ( 2011 ) . ~ ashton kutcher was in two films in 2005.",0.0,2.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"vedam (film). vedam ( english : chant ) is a 2010 telugu language indian drama film written and directed by radhakrishna jagarlamudi , starring allu arjun , manoj manchu , anushka shetty , manoj bajpayee , saranya ponvannan ,  ays seth , lekha washington , and siya gautham . ~ vedam has deeksha seth in  the starring role.","vedam (film). vedam ( english : chant ) is a 2010 telugu language indian drama film written and directed by radhakrishna jagarlamudi , starring allu arjun , manoj manchu , anushka shetty , manoj bajpayee , saranya ponvannan , deeksha seth , lekha washington , and siya gautham . ~ vedam has deeksha seth in a starring role.",1.0,5.0,0.0,2.0,1.0,5.0,1.0,SUPPORTED,NOT ENOUGH INFO,True
