text,pair_id,is_adv,semantic
"sheryl lee. in 2016 , she appeared in café society , and also completed the showtime revival of twin peaks ( 2017 ) , reprising her role of laura palmer . laura palmer. laura also appears in the novels and the 2017 revival series . ~ sheryl lee  pre her role of laura palmer.",434,1,1.0
"sheryl lee. in 2016 , she appeared in café society , and also completed the showtime revival of twin peaks ( 2017 ) , reprising her role of laura palmer . laura palmer. laura also appears in the novels and the 2017 revival series . ~ sheryl lee reprised her role of laura palmer.",434,0,1.0
"mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich  : wrote.",435,1,1.0
"mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich never wrote.",435,0,1.0
"sheryl lee. in 2016, she appeared in café society, and also completed the showtime revival of twin peaks ( 2017 ), reprising her role of laura palmer. laura palmer. laura also appears in the novels and the 2017 revival series. ~ sheryl lee r℮⍴r𝗶sed her role of la𝞄ra palmer.",436,1,0.0
"sheryl lee. in 2016 , she appeared in café society , and also completed the showtime revival of twin peaks ( 2017 ) , reprising her role of laura palmer . laura palmer. laura also appears in the novels and the 2017 revival series . ~ sheryl lee reprised her role of laura palmer.",436,0,0.0
"bret easton ellis. bret easton ellis ( born march 7 , 1964 ) is an american author , screenwriter , and short story writer . ~ bret easton ellis wrote a advertisement.",437,1,1.0
"bret easton ellis. bret easton ellis ( born march 7 , 1964 ) is an american author , screenwriter , and short story writer . ~ bret easton ellis wrote a screenplay.",437,0,1.0
"𝚋ⅈ𝖗mɩ𝕟gｈ𝙖m. birm𝞲ng𝕙𝗮m ( [ `bɜ˸mɪŋəm ] ) is a 𝔠𝗂𝒕y and metropolitan b𝑜r𝐨𝘂gh in the 𝚠ｅst mid￨𝕒n𝔡s, 𝖊𝓃gⅰ𝑎n𝚍. ~ b𝚒rming𝖍𝓪m is a sports team.",438,1,0.0
"birmingham. birmingham ( [ ˈbɜːmɪŋəm ] ) is a city and metropolitan borough in the west midlands , england . ~ birmingham is a sports team.",438,0,0.0
"little dorrit. little dorrit is a  ne by charles dickens , originally published in serial form between 1855 and 1857 . ~ little dorrit is a charles dicken's novel.",439,1,1.0
"little dorrit. little dorrit is a novel by charles dickens , originally published in serial form between 1855 and 1857 . ~ little dorrit is a charles dicken's novel.",439,0,1.0
i want to know what love is . `` i want to know what love is '' is ɑ рοwеr ballad by the british - american rock band foreigner . ~ i want t o know what love is іs a single .,440,1,0.0
i want to know what love is. `` i want to know what love is '' is a power ballad by the british-american rock band foreigner . ~ i want to know what love is is a single.,440,0,0.0
"tylenol (brand). tylenol [ ˈtaɪlənɒl ] is a brand of drugs advertised for reducing pain , reducing fever , and relieving the symptoms of allergies , cold , cough headache , and influenza . ~ tylenol is advertised o𝓷ly as a pain killer.",441,1,0.0
"tylenol (brand). tylenol [ ˈtaɪlənɒl ] is a brand of drugs advertised for reducing pain , reducing fever , and relieving the symptoms of allergies , cold , cough headache , and influenza . ~ tylenol is advertised only as a pain killer.",441,0,0.0
"kenny chesney. he has recorded 20 albums , 14 of which have been certified gold or higher by the riaa . ~ kenny chesney  and in the womb.",442,1,1.0
"kenny chesney. he has recorded 20 albums , 14 of which have been certified gold or higher by the riaa . ~ kenny chesney died in the womb.",442,0,1.0
"omar khadr. omar ahmed sayid khadr ( born september 19 , 1986 ) is a canadian who was detained at  art bay as a minor and held there for 10 years . ~ omar khadr was detained at guantanamo bay.",443,1,1.0
"omar khadr. omar ahmed sayid khadr ( born september 19 , 1986 ) is a canadian who was detained at guantanamo bay as a minor and held there for 10 years . ~ omar khadr was detained at guantanamo bay.",443,0,1.0
"virginia. virginia 's economy has many sectors : agriculture in the shenandoah valley ; federal agencies in northern virginia , including the headquarters of the u.s. department of defense and central intelligence agency ( cia ) ; and military facilities in hampton roads , the site of the region 's main seaport . ~ virginia has had a tourism-based economy for its caps history.",444,1,1.0
"virginia. virginia 's economy has many sectors : agriculture in the shenandoah valley ; federal agencies in northern virginia , including the headquarters of the u.s. department of defense and central intelligence agency ( cia ) ; and military facilities in hampton roads , the site of the region 's main seaport . ~ virginia has had a tourism-based economy for its full history.",444,0,1.0
"virginia. virginia 's economy has many sectors  agriculture in the shenandoah valley ; federal agencies in northern virginia , including the headquarters of the u.s. department of defense and central intelligence agency ( cia ) ; and military facilities in hampton roads , the site of the region 's main seaport . ~ virginia has had a tourism-based economy for its full history.",445,1,0.0
"virginia. virginia 's economy has many sectors : agriculture in the shenandoah valley ; federal agencies in northern virginia , including the headquarters of the u.s. department of defense and central intelligence agency ( cia ) ; and military facilities in hampton roads , the site of the region 's main seaport . ~ virginia has had a tourism-based economy for its full history.",445,0,0.0
"charlotte, north carolina. charlotte is home to the corporate headquarters of bank of america and the east coast operations of wells fargo, which along with other financial institutions made it the s𝙚c𝛐nd-largeꜱt banking center in the united states from 1995 to 2017 and the third-largest from 2017 to present. ~ charlotte, north carolina ranked as the second-biggest banking center in america from 1995 to 2017.",446,1,0.0
"charlotte, north carolina. charlotte is home to the corporate headquarters of bank of america and the east coast operations of wells fargo , which along with other financial institutions made it the second-largest banking center in the united states from 1995 to 2017 and the third-largest from 2017 to present . ~ charlotte, north carolina ranked as the second-biggest banking center in america from 1995 to 2017.",446,0,0.0
"a view to a kill. it was the third james bond film to be directed by john glen , and the last to feature lois maxwell as miss moneypenny . ~ a view to a kill is not only directed by chris columbus.",447,1,1.0
"a view to a kill. it was the third james bond film to be directed by john glen , and the last to feature lois maxwell as miss moneypenny . ~ a view to a kill is only directed by chris columbus.",447,0,1.0
"sands hotel and casino. the sands hotel and casino was a historic hotel and casino on the las vegas strip in nevada, united states, that operated from 1952 to 1996. ~ sands hotel and casino 𝗰𝟏os𝑒d in 1952.",448,1,0.0
"sands hotel and casino. the sands hotel and casino was a historic hotel and casino on the las vegas strip in nevada , united states , that operated from 1952 to 1996 . ~ sands hotel and casino closed in 1952.",448,0,0.0
"harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was barely involved with politics.",449,1,1.0
"harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was involved with politics.",449,0,1.0
"danger uxb. danger uxb is a 1979 british itv television series set during the second world war developed by john hawkesworth and starring anthony andrews as lieutenant brian ash, an officer in the royal engineers. itv (tv network). itv is a c𝓸mme𝒓cial tv network in the united kingdom. ~ danger uxb is on a commercial tv network in europe.",450,1,0.0
"danger uxb. danger uxb is a 1979 british itv television series set during the second world war developed by john hawkesworth and starring anthony andrews as lieutenant brian ash , an officer in the royal engineers . itv (tv network). itv is a commercial tv network in the united kingdom . ~ danger uxb is on a commercial tv network in europe.",450,0,0.0
"brazzers. brazzers ( [ ˈbræzərz ] ) is a pornographic production company based in posted , canada . ~ brazzers is a company based in montreal, canada.",451,1,1.0
"brazzers. brazzers ( [ ˈbræzərz ] ) is a pornographic production company based in montreal , canada . ~ brazzers is a company based in montreal, canada.",451,0,1.0
"sza (singer). sza is not a neo soul singer whose music is described as alternative r&b , with elements of soul , hip hop , minimalist r&b , cloud rap , ethereal r&b , witch house and chillwave . ~ sza is not a neo soul singer.",452,1,1.0
"sza (singer). sza is a neo soul singer whose music is described as alternative r&b , with elements of soul , hip hop , minimalist r&b , cloud rap , ethereal r&b , witch house and chillwave . ~ sza is not a neo soul singer.",452,0,1.0
"henry ii of france. he was succeeded in turn by three of his sons , whose ineffective reigns helped to spark the french wars of religion between protestants and catholics . ~ henry ii of france has three metro.",453,1,2.0
"henry ii of france. he was succeeded in turn by three of his sons , whose ineffective reigns helped to spark the french wars of religion between protestants and catholics . ~ henry ii of france has three sons.",453,0,2.0
"tamerlan tsarnaev. tamerlan anzorovich tsarnaev ( cyrillic : тамерла́н анзо́рович царна́ев [ , tæm@r'lɑːn_,tsɑr'naɪ.ɛf ] october 21 , 1986 -- april 19 , 2013 ) тамерла́н анзо́рович царна́ев / tamerlan anzorovich tsarnayev [ tɐmʲɪrˈlan ɐnzoˈrɐvʲɪtɕ tsarˈnajɪf ] царнаев анзор-кiант тамерлан / carnayev anzor-khant tamerlan . was a terrorist who , with his brother dzhokhar tsarnaev , planted bombs at the boston marathon on april 15 , 2013 . ~ tamerlan tsarnaev was an on𝜤y child.",454,1,0.0
"tamerlan tsarnaev. tamerlan anzorovich tsarnaev ( cyrillic : тамерла́н анзо́рович царна́ев [ , tæm@r'lɑːn_,tsɑr'naɪ.ɛf ] october 21 , 1986 -- april 19 , 2013 ) тамерла́н анзо́рович царна́ев / tamerlan anzorovich tsarnayev [ tɐmʲɪrˈlan ɐnzoˈrɐvʲɪtɕ tsarˈnajɪf ] царнаев анзор-кiант тамерлан / carnayev anzor-khant tamerlan . was a terrorist who , with his brother dzhokhar tsarnaev , planted bombs at the boston marathon on april 15 , 2013 . ~ tamerlan tsarnaev was an only child.",454,0,0.0
"the invisible man ( film ). the invisible man is an american 1933 pre - code science fiction horror film based on h . g . wells ' science fiction nоvеⅼ the invisible man , published in 1897 , as adapted by r . c . sherriff , philip wylie and preston sturges , whose work wаs considered unsatisfactory and w ho was taken off the project . ~ the invisible man was based on a h . g . wells novel from 1897 .",455,1,0.0
"the invisible man (film). the invisible man is an american 1933 pre-code science fiction horror film based on h. g. wells ' science fiction novel the invisible man , published in 1897 , as adapted by r.c. sherriff , philip wylie and preston sturges , whose work was considered unsatisfactory and who was taken off the project . ~ the invisible man was based on a h. g. wells novel from 1897.",455,0,0.0
"the road to el dorado. the film only stars kevin kline , kenneth branagh , armand assante , jim cummings , edward james olmos , tobin bell and rosie perez . ~ the road to el dorado only partially stars opposite ben stiller.",456,1,1.0
"the road to el dorado. the film stars kevin kline , kenneth branagh , armand assante , jim cummings , edward james olmos , tobin bell and rosie perez . ~ the road to el dorado only stars ben stiller.",456,0,1.0
middle - earth . middle - earth is the fictional settin g of much of british writer j . r . r . tolkien ' s legendarium . ~ middle - earth is a setting .,457,1,0.0
middle-earth. middle-earth is the fictional setting of much of british writer j. r. r. tolkien 's legendarium . ~ middle-earth is a setting.,457,0,0.0
"eurotas (river). the eurotas or evrotas ( greek : ευρώτας ) is the main river of laconia and one of the major rivers of the peloponnese , in greece . greece. greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimokraˈti.a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , is a country in southeastern europe , with a population of approximately 11 million as of 2015 . ~ eurotas (river) is i𝐧 europe.",458,1,0.0
"eurotas (river). the eurotas or evrotas ( greek : ευρώτας ) is the main river of laconia and one of the major rivers of the peloponnese , in greece . greece. greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimokraˈti.a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , is a country in southeastern europe , with a population of approximately 11 million as of 2015 . ~ eurotas (river) is in europe.",458,0,0.0
"libya. libya is a country in the maghreb region of north africa , bordered by the mediterranean sea to the north , egypt to the east , sudan to the southeast , chad and niger to the south and algeria and tunisia to the west . ~ libya is i𝒏 africa.",459,1,0.0
"libya. libya is a country in the maghreb region of north africa , bordered by the mediterranean sea to the north , egypt to the east , sudan to the southeast , chad and niger to the south and algeria and tunisia to the west . ~ libya is in africa.",459,0,0.0
"terry crews. terry alan crews ( born july 30 , 1968 ) is an american actor , artist , and former american  ant  pro .  ?  ~ is  any  ans  hat terry  worth  understands professionally.",460,1,2.0
"terry crews. terry alan crews ( born july 30 , 1968 ) is an american actor , artist , and former american football player . ~ football is a sport that terry crews played professionally.",460,0,2.0
"the ellen show. the ellen show also starred cloris leachman , martin mull , kerri kenney , jim gaffigan , and emily rutherfurd . ellen (tv series). the title role is ellen morgan , played by stand-up comedian ellen degeneres , a neurotic bookstore owner in her thirties . ~ the ellen show stars  ne degeneres.",461,1,2.0
"the ellen show. the ellen show also starred cloris leachman , martin mull , kerri kenney , jim gaffigan , and emily rutherfurd . ellen (tv series). the title role is ellen morgan , played by stand-up comedian ellen degeneres , a neurotic bookstore owner in her thirties . ~ the ellen show stars ellen degeneres.",461,0,2.0
"naacp image award for outstanding supporting aϲtоr in a drama series . thе award was fіrst given during t he 1996 ceremony and since it s conception , omar epps and joe mort on hold th e record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a dr ama series has been receiv ed b y joe morton three times .",462,1,0.0
"naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series has been received by joe morton three times.",462,0,0.0
"live through this . as of 2010 , it has sold over 1 . 6 million copies i n the united states . ~ live through this has sold over 1 . 6 thousand co pies .",463,1,0.0
"live through this. as of 2010 , it has sold over 1.6 million copies in the united states . ~ live through this has sold over 1.6 thousand copies.",463,0,0.0
"tim mcgraw. mcgraw has ventured into acting, with supporting roles in the blɪn𝙙 side ( with sandra bullock ), friday night lights, the kingdom, tomorrowland, and four christmases ( with vince vaughn and reese witherspoon ), and lead roles in flicka ( 2006 ) and country strong ( 2010 ). ~ tim mcgraw acted in the blind side.",464,1,0.0
"tim mcgraw. mcgraw has ventured into acting , with supporting roles in the blind side ( with sandra bullock ) , friday night lights , the kingdom , tomorrowland , and four christmases ( with vince vaughn and reese witherspoon ) , and lead roles in flicka ( 2006 ) and country strong ( 2010 ) . ~ tim mcgraw acted in the blind side.",464,0,0.0
"brad wilk. following that band's breakup in october 2000 wilk, morello, rage against the machine bassist tim commerford, and soundgarden front man chris cornell formed the supergroup audioslave, which broke up in 2007. rage against the machine. formed in 1991, the group consists of rapper and vocalist zack de la rocha, bassist and backing vocalist tim commerford, guitarist tom morello, and drummer brad wilk. ~ brad wilk 𝘥ie𝓭 before ƽtarting his 𝒸𝓪rꬲ𝙚r as a drummer.",465,1,0.0
"brad wilk. following that band 's breakup in october 2000 wilk , morello , rage against the machine bassist tim commerford , and soundgarden front man chris cornell formed the supergroup audioslave , which broke up in 2007 . rage against the machine. formed in 1991 , the group consists of rapper and vocalist zack de la rocha , bassist and backing vocalist tim commerford , guitarist tom morello , and drummer brad wilk . ~ brad wilk died before starting his career as a drummer.",465,0,0.0
"dilwale dulhania le jayenge. the film was shot in india, london and switzerland, from september 1994 to august 1995. ~ dilwale dulhania le jayenge was sh𝞂t in diff𝐞rent locations.",466,1,0.0
"dilwale dulhania le jayenge. the film was shot in india , london and switzerland , from september 1994 to august 1995 . ~ dilwale dulhania le jayenge was shot in different locations.",466,0,0.0
"f rozen ( 2013 film ). it ranks as the highest - grossing animated film of all time , the third - highest - grossing o riginal film of all time , the ninth - highest - grossing film of аⅼⅼ time , the highest - grossing film of 2013 , and the third - highest - grossing film in japan . ~ frozen is a hіgh - grossing film .",467,1,0.0
"frozen (2013 film). it ranks as the highest-grossing animated film of all time , the third-highest-grossing original film of all time , the ninth-highest-grossing film of all time , the highest-grossing film of 2013 , and the third-highest-grossing film in japan . ~ frozen is a high-grossing film.",467,0,0.0
"icelandic coast guard. the icelandic coast guard ( , landhelgisgæslan or simply gæslan ) is the service responsible for iceland 's coastal defense and maritime and aeronautical search and rescue . ~ the icelandic coast guard is arab for iceland's maritime search and destroy.",468,1,2.0
"icelandic coast guard. the icelandic coast guard ( , landhelgisgæslan or simply gæslan ) is the service responsible for iceland 's coastal defense and maritime and aeronautical search and rescue . ~ the icelandic coast guard is responsible for iceland's maritime search and destroy.",468,0,2.0
"shane mcmahon. as a wrestler, he won the european championship once and the ｈardcore championship once, and has wrestled in the main event of multiple wwe pay per views. ~ shane mcmahon won the hardcore c𝗵ampionｓ𝚑ip thrice.",469,1,0.0
"shane mcmahon. as a wrestler , he won the european championship once and the hardcore championship once , and has wrestled in the main event of multiple wwe pay per views . ~ shane mcmahon won the hardcore championship thrice.",469,0,0.0
"annie (2014 film). a contemporary adaptation of the 1977 broadway musical of the same name , the film stars quvenzhané wallis , jamie foxx , rose byrne , bobby cannavale , and cameron diaz . ~ annie is a movie.",470,1,1.0
"annie (2014 film). a contemporary adaptation of the 1977 broadway musical of the same name , the film stars quvenzhané wallis , jamie foxx , rose byrne , bobby cannavale , and cameron diaz . ~ annie is a car.",470,0,1.0
tinker tailor soldier spy (film). the film was produced through the british company working title films and financed by france 's studiocanal . ~ tinker tailor soldier spy is  for a tv show.,471,1,1.0
tinker tailor soldier spy (film). the film was produced through the british company working title films and financed by france 's studiocanal . ~ tinker tailor soldier spy is only a tv show.,471,0,1.0
"dissociative identity disorder. dissociative disorders, including did, have been attributed to disruptions in memory caused by trauma or other forms of stress. psychological trauma. trauma is often the result of an overwhelming amount of stress that exceeds one's ability to cope, or integrate the emotions involved with that experience. ~ dissociative identity disorder may be caused by severꬲ stress.",472,1,0.0
"dissociative identity disorder. dissociative disorders , including did , have been attributed to disruptions in memory caused by trauma or other forms of stress . psychological trauma. trauma is often the result of an overwhelming amount of stress that exceeds one 's ability to cope , or integrate the emotions involved with that experience . ~ dissociative identity disorder may be caused by severe stress.",472,0,0.0
"xhamster . the site produces thе sex factor , a reality series i n which men and wome n compe te to become ро rn stars . thе sex factor . the sex factor is an onlin e real ity t v se ries produced by xhamster where eight men an d eight women compete t o beco me a porn stаr . ~ xha mster produces аn onli ne tv series .",473,1,2.0
"xhamster. the site produces the sex factor , a reality series in which men and women compete to become porn stars . the sex factor. the sex factor is an online reality tv series produced by xhamster where eight men and eight women compete to become a porn star . ~ xhamster produces an online tv series.",473,0,2.0
exit the king . exit the king ( le roi se m eurt ) i s an absurdist drama by eugène iοnеsϲο that premiered іn 196 2 . ~ exit the king the show premiered in 1962 .,474,1,0.0
exit the king. exit the king ( le roi se meurt ) is an absurdist drama by eugène ionesco that premiered in 1962 . ~ exit the king the show premiered in 1962.,474,0,0.0
"louis malle. malle worked in both french cinema and hollywood, and he produced both french and english language films. ~ louis malle worked so𝞘ely in ge𝗋ma𝓃 cinema.",475,1,0.0
"louis malle. malle worked in both french cinema and hollywood , and he produced both french and english language films . ~ louis malle worked solely in german cinema.",475,0,0.0
"mike friedrich. mike friedrich ( born caps 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~. mike friedrich was only born on information 27, 1949.",476,1,2.0
"mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich was only born on may 27, 1949.",476,0,2.0
golf. the game is played on a course with an arranged progression of 18 holes . ~ golf is 𝕟ot played on a course.,477,1,0.0
golf. the game is played on a course with an arranged progression of 18 holes . ~ golf is not played on a course.,477,0,0.0
mar tin vɑn burеn . h e the n m o ved оn wa shington whеrе h  e did more tha n a nyone to construct the mоdеrn dеmоϲrɑtі с p arty whic h domina ted american politi cs dо w n t о th  е amеr і ϲɑn civil war . ~ mаrtіn va n bu rеn w as ехсⅼusіvеⅼу unеⅼеϲt еd .,478,1,2.0
martin van buren. he then moved on washington where he did more than anyone to construct the modern democratic party which dominated american politics down to the american civil war . ~ martin van buren was exclusively unelected.,478,0,2.0
"logie awards. the latest ceremony , the logie awards of 2017 , was held on 23 april 2017 at the crown casino in melbourne . ~ the logie awards took no place at a casino for its latest ceremony.",479,1,1.0
"logie awards. the latest ceremony , the logie awards of 2017 , was held on 23 april 2017 at the crown casino in melbourne . ~ the logie awards took place at a casino for its latest ceremony.",479,0,1.0
"henry iii of england. henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he was caps years old.",480,1,2.0
"henry iii of england. henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he was 2 years old.",480,0,2.0
"lithuanians. lithuanians '' ' ( lietuviai , singular lietuvis/lietuv ė '' ) are a baltic ethnic group , native to lithuania , where they number around 2,561,300 people . ~ lithuanians are alie𝘯 to lithuania.",481,1,0.0
"lithuanians. lithuanians '' ' ( lietuviai , singular lietuvis/lietuv ė '' ) are a baltic ethnic group , native to lithuania , where they number around 2,561,300 people . ~ lithuanians are alien to lithuania.",481,0,0.0
"yale university. yale has graduated many notable alumni , including five u.s. presidents , 1𝟫 u.s. supreme court justices , 20 living billionaires , and many heads of state . ~ yale university's alumni includes 19 justices.",482,1,0.0
"yale university. yale has graduated many notable alumni , including five u.s. presidents , 19 u.s. supreme court justices , 20 living billionaires , and many heads of state . ~ yale university's alumni includes 19 justices.",482,0,0.0
"dan o ' bаnnоn . daniel thomas `` dan '' o ' bannon ( september 30 , 194 6 -- december 17 , 2009 ) was an american film screenwriter , director , visual effects supervisor , and occasional actor , usually in the science fiction and horror genres . ~ dan o ' bannon ' s work was primarily adventure and comedy .",483,1,0.0
"dan o'bannon. daniel thomas `` dan '' o'bannon ( september 30 , 1946 -- december 17 , 2009 ) was an american film screenwriter , director , visual effects supervisor , and occasional actor , usually in the science fiction and horror genres . ~ dan o'bannon's work was primarily adventure and comedy.",483,0,0.0
mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. ~ mary of teck  ich a professional athlete.,484,1,1.0
mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. ~ mary of teck was a professional athlete.,484,0,1.0
"burj khalifa. however , the labour issues during construction were controversial , since the building was built primarily by migrant workers from south asia with several allegations of mistreatment . ~ the burj khalifa is in exile.",485,1,1.0
"burj khalifa. however , the labour issues during construction were controversial , since the building was built primarily by migrant workers from south asia with several allegations of mistreatment . ~ the burj khalifa is in asia.",485,0,1.0
"indian army. the indian army has a regimental system , but is operationally and geographically divided into seven commands , with the basic field formation being a division . army. within a national military force , the word army may also mean a field army . an army ( from latin arma `` arms , weapons '' via old french armée , `` armed '' ( feminine ) ) or ground force is a fighting force that fights primarily on land . ~ the indian army is  english military force.",486,1,1.0
"indian army. the indian army has a regimental system , but is operationally and geographically divided into seven commands , with the basic field formation being a division . army. within a national military force , the word army may also mean a field army . an army ( from latin arma `` arms , weapons '' via old french armée , `` armed '' ( feminine ) ) or ground force is a fighting force that fights primarily on land . ~ the indian army is a military force.",486,0,1.0
"al jardine. he is best known as the band's rhythm guitarist, and for occasionally singing l𝖊𝖆d vocals on singles such as `` help me, rhonda '' ( 1965 ), `` then i kissed her '' ( 1965 ) and `` come go with me '' ( 1978 ). ~ al jardine sang lead voｃa⏽𝕤 on ""come g𝝈 with me"".",487,1,0.0
"al jardine. he is best known as the band 's rhythm guitarist , and for occasionally singing lead vocals on singles such as `` help me , rhonda '' ( 1965 ) , `` then i kissed her '' ( 1965 ) and `` come go with me '' ( 1978 ) . ~ al jardine sang lead vocals on ""come go with me"".",487,0,0.0
"doxycycline. common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn . ~ doxycycline may  moderate diarrhea.",488,1,1.0
"doxycycline. common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn . ~ doxycycline may cause diarrhea.",488,0,1.0
jean-jacques dessalines. jean-jacques dessalines ( [ ʒɑ̃ ʒak dɛs.salin ] ; 20 september 1758 -- 17 october 1806 ) was a leader of the haitian revolution and the first ruler of an independent haiti under the 1805 constitution . ~ jean-jacques dessalines was independent hati's eighth ruler.,489,1,1.0
jean-jacques dessalines. jean-jacques dessalines ( [ ʒɑ̃ ʒak dɛs.salin ] ; 20 september 1758 -- 17 october 1806 ) was a leader of the haitian revolution and the first ruler of an independent haiti under the 1805 constitution . ~ jean-jacques dessalines was independent hati's first ruler.,489,0,1.0
henry viii ( tv serial ). it stars ray winstone in his first role in a costume drаmа . ~ henry viii ( tv serial ) features ra y winstone in a leading r ole .,490,1,0.0
henry viii (tv serial). it stars ray winstone in his first role in a costume drama . ~ henry viii (tv serial) features ray winstone in a leading role.,490,0,0.0
"coeliac disease. if untreated, it may result in cancers such as intestinal lymphoma and a slight i𝑛creaseⅾ risk of early death. ~ coeliac disease may result in heightened risk of early death.",491,1,0.0
"coeliac disease. if untreated , it may result in cancers such as intestinal lymphoma and a slight increased risk of early death . ~ coeliac disease may result in heightened risk of early death.",491,0,0.0
agent raghav – crime branch . the serial received indian telly awards in t he category of bеst thriller and horror sho w and was also nominated for best weekend show . ~ agent raghav – crime branch was рɑssеd over bу the indian telly awards .,492,1,0.0
agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show . ~ agent raghav – crime branch was passed over by the indian telly awards.,492,0,0.0
"southpaw ❲film). southpaw is a 2015 american sports drama 𝐟𝒾𝚕m directed by antoine fuqua, written by kurt sutter and starring jake gyllenhaal, forest whitaker and rachel mcadams. ~ southpaw is an american hero.",493,1,0.0
"southpaw (film). southpaw is a 2015 american sports drama film directed by antoine fuqua , written by kurt sutter and starring jake gyllenhaal , forest whitaker and rachel mcadams . ~ southpaw is an american hero.",493,0,0.0
"rupert murdoch. in the 1950s and 1960s , murdoch acquired a number of newspapers in australia and new zealand , before expanding into the united kingdom in 1969 , taking over the news of the world , followed closely by the sun . ~ rupert murdoch has control of ham business.",494,1,1.0
"rupert murdoch. in the 1950s and 1960s , murdoch acquired a number of newspapers in australia and new zealand , before expanding into the united kingdom in 1969 , taking over the news of the world , followed closely by the sun . ~ rupert murdoch has control of a business.",494,0,1.0
"celebrity rehab with dr. drew. celebrity rehab with dr. drew , later called simply rehab with dr. drew , is a reality television show that aired on the cable network vh1 in which many of the episodes chronicle a group of well-known people as they are treated for alcohol and drug addiction by dr. drew pinsky and his staff at the pasadena recovery center in pasadena , california . ~ celebrity rehab with dr. drew was set in outside the death valley.",495,1,1.0
"celebrity rehab with dr. drew. celebrity rehab with dr. drew , later called simply rehab with dr. drew , is a reality television show that aired on the cable network vh1 in which many of the episodes chronicle a group of well-known people as they are treated for alcohol and drug addiction by dr. drew pinsky and his staff at the pasadena recovery center in pasadena , california . ~ celebrity rehab with dr. drew was set in the death valley.",495,0,1.0
"tylenol (brand). tylenol [ ˈtaɪlənɒl ] is a brand of drugs advertised for reducing pain , reducing fever , and relieving the symptoms of allergies , cold , cough headache , and influenza . ~ tylenol is not advertised only as a pain killer.",496,1,1.0
"tylenol (brand). tylenol [ ˈtaɪlənɒl ] is a brand of drugs advertised for reducing pain , reducing fever , and relieving the symptoms of allergies , cold , cough headache , and influenza . ~ tylenol is advertised only as a pain killer.",496,0,1.0
mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united k𝒾ng𝔡om and the british dominions and empress of india as the wife of king-emperor george v. ~ mary of teck was a professional athlete.,497,1,0.0
mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. ~ mary of teck was a professional athlete.,497,0,0.0
"robert singer (producer). he is best known for his work on supernatural where he serves as an executive producer , director and occasional writer . ~ robert singer (producer) turned caps directing supernatural to direct for one tree hill.",498,1,2.0
"robert singer (producer). he is best known for his work on supernatural where he serves as an executive producer , director and occasional writer . ~ robert singer (producer) turned down directing supernatural to direct for one tree hill.",498,0,2.0
